製品名,プラットフォーム,更新日,ダウンロード
USX Sentinel,Web,2025/10/01,"https://vpatj.azurewebsites.net/file/USX_Sentinel_Web_VPATJ15713.xlsx"
USX CaseManagement,Web,2025/11/27,"https://vpatj.azurewebsites.net/file/USX_CaseManagement_Web_VPATJ15714.xlsx"
Universal Print connector [2026],Win32,2026/03/06,"https://vpatj.azurewebsites.net/file/Universal_Print_connector_2026_Win32_VPATJ15715.xlsx"
ValidationOS Image Builder [May 2024],PC (Windows),2024/05/29,"https://vpatj.azurewebsites.net/file/ValidationOS_Image_Builder_May_2024_PC_Windows_VPATJ15730.xlsx"
ValidationOS Image Builder [May 2025],PC (Windows),2025/04/09,"https://vpatj.azurewebsites.net/file/ValidationOS_Image_Builder_May_2025_PC_Windows_VPATJ15731.xlsx"
Vast Player,Web,2026/04/13,"https://vpatj.azurewebsites.net/file/Vast_Player_Web_VPATJ15732.xlsx"
Verified ID,"iOS, Ibiza, Android",2025/10/16,"https://vpatj.azurewebsites.net/file/Verified_ID_iOS_Ibiza_Android_VPATJ15733.xlsx"
Verified ID,Azure,2025/09/29,"https://vpatj.azurewebsites.net/file/Verified_ID_Azure_VPATJ15750.xlsx"
Vexcel Website,Web,2024/11/06,"https://vpatj.azurewebsites.net/file/Vexcel_Website_VPATJ15761.xlsx"
Video Extensibility Test App,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Video_Extensibility_Test_App_Mac_VPATJ15770.xlsx"
Video Extensibility Test App,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Video_Extensibility_Test_App_Win32_VPATJ15780.xlsx"
Video Indexer,Web,2025/08/13,"https://vpatj.azurewebsites.net/file/Video_Indexer_Web_VPATJ15790.xlsx"
Virtual Agent,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Virtual_Agent_Web_VPATJ15810.xlsx"
Virtual Break,Web,2024/10/24,"https://vpatj.azurewebsites.net/file/Virtual_Break_Web_VPATJ15811.xlsx"
Visio,Web,2025/10/27,"https://vpatj.azurewebsites.net/file/Visio_Web_VPATJ15830.xlsx"
Visio Data Visualizer,Web,2025/08/21,"https://vpatj.azurewebsites.net/file/Visio_Data_Visualizer_Web_VPATJ15840.xlsx"
Visio Desktop,Win32,2025/10/14,"https://vpatj.azurewebsites.net/file/Visio_Desktop_Win32_VPATJ15870.xlsx"
Visio iOS,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_iOS_VPATJ15880.xlsx"
Visio Services,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_Services_Web_VPATJ15890.xlsx"
Visio Viewer,Win32,2025/08/21,"https://vpatj.azurewebsites.net/file/Visio_Viewer_Win32_VPATJ15900.xlsx"
Visio Visual - Addin for PBi,iOS,2025/08/21,"https://vpatj.azurewebsites.net/file/Visio_Visual_-_Addin_for_PBi_iOS_VPATJ15930.xlsx"
Visio Visual - Addin for PBi,Android,2025/08/21,"https://vpatj.azurewebsites.net/file/Visio_Visual_-_Addin_for_PBi_Android_VPATJ15940.xlsx"
Visio Visual Addin for Power BI,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_Visual_Addin_for_Power_BI_Universal_VPATJ15950.xlsx"
Visio Visual for Power BI,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_Visual_for_Power_BI_Win32_VPATJ15960.xlsx"
Visio Visual for Power BI,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_Visual_for_Power_BI_Web_VPATJ15970.xlsx"
Visio Visual for Power BI,Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_Visual_for_Power_BI_Android_VPATJ15980.xlsx"
Visio Visual for Power BI,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Visio_Visual_for_Power_BI_iOS_VPATJ15990.xlsx"
Vision Studio,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Vision_Studio_Azure_VPATJ16000.xlsx"
Visual Basic Application,Win32,2025/06/17,"https://vpatj.azurewebsites.net/file/Visual_Basic_Application_Win32_VPATJ16010.xlsx"
Visual Studio 2017,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2017_Win32_VPATJ16020.xlsx"
Visual Studio 2017 for Mac,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2017_for_Mac_VPATJ16030.xlsx"
Visual Studio 2017 Update 9,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2017_Update_9_Win32_VPATJ16040.xlsx"
Visual Studio 2019,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2019_Win32_VPATJ16050.xlsx"
Visual Studio 2019 Final Version,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2019_Final_Version_Win32_VPATJ16060.xlsx"
Visual Studio 2019 for Mac,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2019_for_Mac_VPATJ16070.xlsx"
Visual Studio 2019 Update 1,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2019_Update_1_Win32_VPATJ16080.xlsx"
Visual Studio 2022,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_Win32_VPATJ16090.xlsx"
Visual Studio 2022 (17.11),Win32,2024/10/23,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_17.11_Win32_VPATJ16100.xlsx"
Visual Studio 2022 (17.14),Win32,2025/08/07,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_17.14_Win32_VPATJ16101.xlsx"
Visual Studio 2022 for Mac,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_for_Mac_VPATJ16110.xlsx"
Visual Studio 2022 for Mac 17.4,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_for_Mac_17.4_VPATJ16120.xlsx"
Visual Studio 2022 for Mac 17.5,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_for_Mac_17.5_VPATJ16130.xlsx"
Visual Studio 2022 for Mac 17.6,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_for_Mac_17.6_VPATJ16140.xlsx"
Visual Studio 2022 Update 4,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_2022_Update_4_Win32_VPATJ16150.xlsx"
Visual Studio 2026,Win32,2026/03/30,"https://vpatj.azurewebsites.net/file/Visual_Studio_2026_Win32_VPATJ16151.xlsx"
Visual Studio Code,"Mac, Win32, Linux, Web",2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Code_Mac_Win32_Linux_Web_VPATJ16170.xlsx"
Visual Studio Code Client,"Mac, Win32, Linux, Web",2026/04/16,"https://vpatj.azurewebsites.net/file/Visual_Studio_Code_Client_Mac_Win32_Linux_Web_VPATJ16180.xlsx"
Visual Studio Code For Education,Web,2026/05/26,"https://vpatj.azurewebsites.net/file/Visual_Studio_Code_For_Education_Web_VPATJ16190.xlsx"
Visual Studio Copilot,Win32,2024/06/19,"https://vpatj.azurewebsites.net/file/Visual_Studio_Copilot_Win32_VPATJ16200.xlsx"
Visual Studio CSharp Dev Kit,"Mac, Win32, Linux, Web",2024/09/23,"https://vpatj.azurewebsites.net/file/Visual_Studio_CSharp_Dev_Kit_Mac_Win32_Linux_Web_VPATJ16210.xlsx"
Visual Studio Feedback,Web,2026/05/26,"https://vpatj.azurewebsites.net/file/Visual_Studio_Feedback_Web_VPATJ16220.xlsx"
Visual Studio Feedback Win32,Win32,2026/05/26,"https://vpatj.azurewebsites.net/file/Visual_Studio_Feedback_Win32_VPATJ16230.xlsx"
Visual Studio IntelliCode,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_IntelliCode_Web_VPATJ16240.xlsx"
Visual Studio Marketplace,Web,2026/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Marketplace_Web_VPATJ16250.xlsx"
Visual Studio Online Service,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Online_Service_Web_VPATJ16260.xlsx"
Visual Studio Online Service - Extension,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Online_Service_-_Extension_Universal_VPATJ16270.xlsx"
Visual Studio Online Service - Linux Extension,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Online_Service_-_Linux_Extension_Universal_VPATJ16280.xlsx"
Visual Studio Online Service - Mac Extension,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Online_Service_-_Mac_Extension_VPATJ16290.xlsx"
Visual Studio Online Service - Universal,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Online_Service_-_Universal_VPATJ16300.xlsx"
Visual Studio Online Service - Win32,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Online_Service_-_Win32_VPATJ16310.xlsx"
Visual Studio plugin for App Attach,Win32,2025/10/22,"https://vpatj.azurewebsites.net/file/Visual_Studio_plugin_for_App_Attach_Win32_VPATJ16311.xlsx"
Visual Studio Subscriptions,Web,2025/09/15,"https://vpatj.azurewebsites.net/file/Visual_Studio_Subscriptions_Web_VPATJ16320.xlsx"
Visual Studio Team Services,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Visual_Studio_Team_Services_Web_VPATJ16330.xlsx"
Visual Studio Tools for Unity,Win32,2025/09/04,"https://vpatj.azurewebsites.net/file/Visual_Studio_Tools_for_Unity_Win32_VPATJ16340.xlsx"
VisualStudio.com,Web,2025/08/06,"https://vpatj.azurewebsites.net/file/VisualStudio.com_Web_VPATJ16350.xlsx"
Viva Ally (Viva Goals),Web,2024/10/07,"https://vpatj.azurewebsites.net/file/Viva_Ally_Viva_Goals_Web_VPATJ16360.xlsx"
Viva Amplify,Web,2025/11/19,"https://vpatj.azurewebsites.net/file/Viva_Amplify_Web_VPATJ16361.xlsx"
Viva Connections,Web,2025/10/24,"https://vpatj.azurewebsites.net/file/Viva_Connections_Web_VPATJ16370.xlsx"
Viva Connections,Win32,2025/10/24,"https://vpatj.azurewebsites.net/file/Viva_Connections_Win32_VPATJ16380.xlsx"
Viva Connections,Android,2025/09/10,"https://vpatj.azurewebsites.net/file/Viva_Connections_Android_VPATJ16390.xlsx"
Viva Connections,iOS,2025/09/10,"https://vpatj.azurewebsites.net/file/Viva_Connections_iOS_VPATJ16400.xlsx"
Viva Connections for Education,Web,2025/05/29,"https://vpatj.azurewebsites.net/file/Viva_Connections_for_Education_Web_VPATJ16410.xlsx"
Viva Engage,Android,2025/10/17,"https://vpatj.azurewebsites.net/file/Viva_Engage_Android_VPATJ16420.xlsx"
Viva Engage,iOS,2025/10/17,"https://vpatj.azurewebsites.net/file/Viva_Engage_iOS_VPATJ16430.xlsx"
Viva Engage (Browser),Web,2025/10/22,"https://vpatj.azurewebsites.net/file/Viva_Engage_Browser_Web_VPATJ16431.xlsx"
Viva Goals Azure ADO Extension,Web,2024/10/23,"https://vpatj.azurewebsites.net/file/Viva_Goals_Azure_ADO_Extension_Web_VPATJ16441.xlsx"
Viva Goals Mobile,Web,2024/10/23,"https://vpatj.azurewebsites.net/file/Viva_Goals_Mobile_Web_VPATJ16442.xlsx"
Viva Goals on Slack,Web,2024/10/07,"https://vpatj.azurewebsites.net/file/Viva_Goals_on_Slack_Web_VPATJ16450.xlsx"
Viva Goals Teams Integration,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Goals_Teams_Integration_Web_VPATJ16460.xlsx"
Viva Goals Teams Integration (Viva A11y),Web,2024/10/07,"https://vpatj.azurewebsites.net/file/Viva_Goals_Teams_Integration_Viva_A11y_Web_VPATJ16470.xlsx"
Viva Insights,"Web, Teams app, Outlook add-in",2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Insights_Web_Teams_app_Outlook_add-in_VPATJ16480.xlsx"
Viva Insights (org),"Web, Teams app, Outlook add-in",2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Insights_org_Web_Teams_app_Outlook_add-in_VPATJ16490.xlsx"
Viva Insights Community,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Insights_Community_Web_VPATJ16500.xlsx"
Viva Learning,iOS,2025/11/21,"https://vpatj.azurewebsites.net/file/Viva_Learning_iOS_VPATJ16510.xlsx"
Viva Learning,Web,2025/11/21,"https://vpatj.azurewebsites.net/file/Viva_Learning_Web_VPATJ16511.xlsx"
Viva Learning,Win32,2025/11/21,"https://vpatj.azurewebsites.net/file/Viva_Learning_Win32_VPATJ16520.xlsx"
Viva Learning App,Android,2025/11/21,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_Android_VPATJ16530.xlsx"
Viva Learning App,Mac,2025/11/21,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_Mac_VPATJ16540.xlsx"
Viva Learning App,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_Web_VPATJ16550.xlsx"
Viva Learning App in Teams,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_in_Teams_iOS_VPATJ16560.xlsx"
Viva Learning App in Teams,Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_in_Teams_Android_VPATJ16570.xlsx"
Viva Learning App in Teams,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_in_Teams_Mac_VPATJ16580.xlsx"
Viva Learning App in Teams,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_in_Teams_Web_VPATJ16590.xlsx"
Viva Learning App in Teams,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Learning_App_in_Teams_Win32_VPATJ16600.xlsx"
Viva Pulse,"Web, Win32, iOS, Android",2025/10/14,"https://vpatj.azurewebsites.net/file/Viva_Pulse_Web_Win32_iOS_Android_VPATJ16610.xlsx"
Viva Skills Editor,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Viva_Skills_Editor_Web_VPATJ16620.xlsx"
Viva Topics,Web,2024/10/24,"https://vpatj.azurewebsites.net/file/Viva_Topics_Web_VPATJ16630.xlsx"
VivaAmplify,Web,2024/11/06,"https://vpatj.azurewebsites.net/file/VivaAmplify_Web_VPATJ16640.xlsx"
VL Central - Case Management,Web,2026/01/03,"https://vpatj.azurewebsites.net/file/VL_Central_-_Case_Management_Web_VPATJ16650.xlsx"
VL Central - User Management,Web,2025/01/22,"https://vpatj.azurewebsites.net/file/VL_Central_-_User_Management_Web_VPATJ16660.xlsx"
VL Central Amendments,Web,2026/04/24,"https://vpatj.azurewebsites.net/file/VL_Central_Amendments_Web_VPATJ16661.xlsx"
VL Central Reporting UX,Web,2026/03/17,"https://vpatj.azurewebsites.net/file/VL_Central_Reporting_UX_Web_VPATJ16670.xlsx"
VLCentral,Web,2026/03/11,"https://vpatj.azurewebsites.net/file/VLCentral_Web_VPATJ16680.xlsx"
Volume Licensing Partner Center (VLPC),Web,2026/04/02,"https://vpatj.azurewebsites.net/file/Volume_Licensing_Partner_Center_VLPC_Web_VPATJ16690.xlsx"
VS Code Extension for API Center,Linux,2025/04/10,"https://vpatj.azurewebsites.net/file/VS_Code_Extension_for_API_Center_Linux_VPATJ16700.xlsx"
VS Code Extension for API Center,Mac,2025/04/10,"https://vpatj.azurewebsites.net/file/VS_Code_Extension_for_API_Center_Mac_VPATJ16710.xlsx"
VS Code Extension for API Center,Win32,2026/03/27,"https://vpatj.azurewebsites.net/file/VS_Code_Extension_for_API_Center_Win32_VPATJ16720.xlsx"
VS Code Extension for PostgreSQL,Cross-Plat,2026/01/06,"https://vpatj.azurewebsites.net/file/VS_Code_Extension_for_PostgreSQL_Cross-Plat_VPATJ16721.xlsx"
VSCOM,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/VSCOM_Web_VPATJ16730.xlsx"
VVR(Voucher validation and redemption),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/VVR_Voucher_validation_and_redemption_Web_VPATJ16740.xlsx"
Watch,Web,2026/06/10,"https://vpatj.azurewebsites.net/file/Watch_Web_VPATJ16741.xlsx"
Watch,Win32,2025/11/26,"https://vpatj.azurewebsites.net/file/Watch_Win32_VPATJ16742.xlsx"
WATM,Azure,2026/04/08,"https://vpatj.azurewebsites.net/file/WATM_Azure_VPATJ16750.xlsx"
WE2 Partner Analytics,Web,2025/10/17,"https://vpatj.azurewebsites.net/file/WE2_Partner_Analytics_Web_VPATJ16751.xlsx"
Web Template Studio,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Web_Template_Studio_Azure_VPATJ16760.xlsx"
Webview UI Toolkit for Visual Studio Code,Visual Studio Code,2024/05/14,"https://vpatj.azurewebsites.net/file/Webview_UI_Toolkit_for_Visual_Studio_Code_VPATJ16770.xlsx"
Welcome Guide for Microsoft 365,Cross-Plat,2024/10/23,"https://vpatj.azurewebsites.net/file/Welcome_Guide_for_Microsoft_365_Cross-Plat_VPATJ16780.xlsx"
Whiteboard,"Web, Win32, iOS, Android, Teams",2024/09/25,"https://vpatj.azurewebsites.net/file/Whiteboard_Web_Win32_iOS_Android_Teams_VPATJ16790.xlsx"
Whiteboard,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Whiteboard_Web_VPATJ16810.xlsx"
Whiteboard,iOS,2025/09/24,"https://vpatj.azurewebsites.net/file/Whiteboard_iOS_VPATJ16811.xlsx"
Whiteboard,"Web,Teams",2025/09/23,"https://vpatj.azurewebsites.net/file/Whiteboard_Web_Teams_VPATJ16812.xlsx"
Whiteboard for Android,Android,2025/09/24,"https://vpatj.azurewebsites.net/file/Whiteboard_for_Android_VPATJ16820.xlsx"
Whiteboard for Windows,Win32,2025/09/23,"https://vpatj.azurewebsites.net/file/Whiteboard_for_Windows_Win32_VPATJ16830.xlsx"
Whiteboard Web,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Whiteboard_Web_VPATJ16840.xlsx"
WinDbg,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/WinDbg_Win32_VPATJ16850.xlsx"
Windows (FullCLR) PowerShell & DSC,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_FullCLR_PowerShell_&_DSC_Win32_VPATJ16860.xlsx"
Windows 11 SE,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_11_SE_VPATJ16870.xlsx"
Windows 11 SE - Hailey,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_11_SE_-_Hailey_VPATJ16880.xlsx"
Windows 365 Cloud PC (End User Experience),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_365_Cloud_PC_End_User_Experience_Web_VPATJ16890.xlsx"
Windows 365 Cloud PC (IT Experience),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_365_Cloud_PC_IT_Experience_Web_VPATJ16900.xlsx"
Windows 365 Web Client (Nighthawk),Web,2025/11/17,"https://vpatj.azurewebsites.net/file/Windows_365_Web_Client_Nighthawk_VPATJ16910.xlsx"
Windows Admin Center,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Admin_Center_Web_VPATJ16920.xlsx"
Windows Admin Center and Windows Admin Center in the Azure Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Admin_Center_and_Windows_Admin_Center_in_the_Azure_Portal_Web_VPATJ16930.xlsx"
Windows Admin Center in the Azure Portal,Azure,2025/11/26,"https://vpatj.azurewebsites.net/file/Windows_Admin_Center_in_the_Azure_Portal_VPATJ16932.xlsx"
Windows AI Gallery,Win32,2025/11/27,"https://vpatj.azurewebsites.net/file/Windows_AI_Gallery_Win32_VPATJ16933.xlsx"
Windows Admin Center and Windows Admin Center Win 32,Win32,2025/12/05,"https://vpatj.azurewebsites.net/file/Windows_Admin_Center_and_Windows_Admin_Center_Win_32_Win32_VPATJ16934.xlsx"
Windows App,Win32,2025/10/21,"https://vpatj.azurewebsites.net/file/Windows_App_Win32_VPATJ16940.xlsx"
Windows App,Web,2025/09/15,"https://vpatj.azurewebsites.net/file/Windows_App_Web_VPATJ16950.xlsx"
Windows App,Android,2025/10/13,"https://vpatj.azurewebsites.net/file/Windows_App_Android_VPATJ16951.xlsx"
Windows App,iOS,2025/10/15,"https://vpatj.azurewebsites.net/file/Windows_App_iOS_VPATJ16952.xlsx"
Windows App,Mac,2025/10/11,"https://vpatj.azurewebsites.net/file/Windows_App_Mac_VPATJ16953.xlsx"
Windows App for Quest,Oculus(VR),2025/09/26,"https://vpatj.azurewebsites.net/file/Windows_App_for_Quest_Oculus_VR_VPATJ16954.xlsx"
Windows Autopatch,Web,2025/10/16,"https://vpatj.azurewebsites.net/file/Windows_Autopatch_Web_VPATJ16955.xlsx"
Windows Autopilot Client UX,Universal,2026/04/02,"https://vpatj.azurewebsites.net/file/Windows_Autopilot_Client_UX_Universal_VPATJ16960.xlsx"
Windows Autopilot Intune UX,Web,2025/09/17,"https://vpatj.azurewebsites.net/file/Windows_Autopilot_Intune_UX_Web_VPATJ16970.xlsx"
Windows Azure Pack,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Azure_Pack_Web_VPATJ16980.xlsx"
Windows Copilot Runtime Gallery,Win32,2024/10/14,"https://vpatj.azurewebsites.net/file/Windows_Copilot_Runtime_Gallery_Win32_VPATJ16981.xlsx"
Windows Defender Security Intelligence(WDSI),Web,2025/10/17,"https://vpatj.azurewebsites.net/file/Windows_Defender_Security_Intelligence_WDSI_Web_VPATJ16982.xlsx"
Windows Debugger,PC (Windows),2026/05/11,"https://vpatj.azurewebsites.net/file/Windows_Debugger_PC_Windows_VPATJ16983.xlsx"
Windows CPC,Windows,2025/03/19,"https://vpatj.azurewebsites.net/file/Windows_CPC_VPATJ16984.xlsx"
Windows Company Portal,Universal,2025/04/17,"https://vpatj.azurewebsites.net/file/Windows_Company_Portal_Universal_VPATJ16985.xlsx"
Windows Device Portal,Hololens (AR),2025/10/23,"https://vpatj.azurewebsites.net/file/Windows_Device_Portal_Hololens_AR_VPATJ16986.xlsx"
Windows Copilot app,Win32,2026/01/14,"https://vpatj.azurewebsites.net/file/Windows_Copilot_app_Win32_VPATJ16987.xlsx"
Windows Chromium Copilot,Win32,2026/06/08,"https://vpatj.azurewebsites.net/file/Windows_Chromium_Copilot_Win32_VPATJ16988.xlsx"
Windows Excel for Microsoft 365,Win32,2025/09/23,"https://vpatj.azurewebsites.net/file/Windows_Excel_for_Microsoft_365_Win32_VPATJ17000.xlsx"
Windows Insider website,Web,2025/10/08,"https://vpatj.azurewebsites.net/file/Windows_Insider_website_VPATJ17001.xlsx"
Windows IoT Core Services,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_IoT_Core_Services_Azure_VPATJ17010.xlsx"
Windows Messaging [RS4],Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Messaging_RS4_Universal_VPATJ17020.xlsx"
Windows Search - Bing (Server-content),Win32,2025/12/16,"https://vpatj.azurewebsites.net/file/Windows_Search_-_Bing_Server-content_Win32_VPATJ17021.xlsx"
Windows Security,Win32,2025/07/21,"https://vpatj.azurewebsites.net/file/Windows_Security_Win32_VPATJ17030.xlsx"
Windows Security,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Security_Universal_VPATJ17040.xlsx"
Windows Server 2019,X64,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Server_2019_X64_VPATJ17050.xlsx"
Windows Server 2022,x64,2024/05/14,"https://vpatj.azurewebsites.net/file/Windows_Server_2022_x64_VPATJ17060.xlsx"
Windows Server 2025,x64,2026/02/25,"https://vpatj.azurewebsites.net/file/Windows_Server_2025_x64_VPATJ17061.xlsx"
Windows Server Catalog,Web,2025/11/17,"https://vpatj.azurewebsites.net/file/Windows_Server_Catalog_Web_VPATJ17070.xlsx"
